title,doi,altmetric_jid,issns,journal,cohorts.sci,context.all.count,context.all.mean,context.all.rank,context.all.pct,context.all.higher_than,context.journal.count,context.journal.mean,context.journal.rank,context.journal.pct,context.journal.higher_than,context.similar_age_3m.count,context.similar_age_3m.mean,context.similar_age_3m.rank,context.similar_age_3m.pct,context.similar_age_3m.higher_than,context.similar_age_journal_3m.count,context.similar_age_journal_3m.mean,context.similar_age_journal_3m.rank,context.similar_age_journal_3m.pct,context.similar_age_journal_3m.higher_than,authors1,authors2,authors3,authors4,authors5,authors6,type,epubdate,altmetric_id,schema,is_oa,publisher_subjects.name1,publisher_subjects.name2,publisher_subjects.scheme1,publisher_subjects.scheme2,cited_by_posts_count,cited_by_tweeters_count,cited_by_accounts_count,last_updated,score,history.1y,history.6m,history.3m,history.1m,history.1w,history.6d,history.5d,history.4d,history.3d,history.2d,history.1d,history.at,url,added_on,published_on,scopus_subjects1,scopus_subjects2,readers.citeulike,readers.mendeley,readers.connotea,readers_count,images.small,images.medium,images.large,details_url,issns1,issns2,pubdate,publisher_subjects.name,publisher_subjects.scheme,cited_by_fbwalls_count,scopus_subjects3,scopus_subjects4,cohorts.pub,publisher_subjects.name3,publisher_subjects.scheme3,cited_by_policies_count,scopus_subjects5,scopus_subjects6,publisher_subjects.name4,publisher_subjects.name5,publisher_subjects.name6,publisher_subjects.name7,publisher_subjects.name8,publisher_subjects.scheme4,publisher_subjects.scheme5,publisher_subjects.scheme6,publisher_subjects.scheme7,publisher_subjects.scheme8,authors7,authors8,authors9,authors10,authors11,authors12,authors13,authors14,authors15,authors16,cohorts.com,cited_by_msm_count,authors,cohorts.doc,cited_by_feeds_count,authors17,authors18,authors19,authors20,authors21,authors22,authors23,authors24,authors25,authors26,scopus_subjects,publisher_subjects.name9,publisher_subjects.name10,publisher_subjects.scheme9,publisher_subjects.scheme10,handles,handle,pmid,authors27,authors28,authors29,attribution,ordinal_number,arxiv_id,ads_id,isbns,isbns1,isbns2,editors,cited_by_wikipedia_count,uri,isbns3,authors_or_editors1,authors_or_editors2,authors_or_editors3,authors30,authors31,authors32,authors33,authors34,authors35,handles1,handles2,editors1,editors2,cited_by_rdts_count,authors36,authors37,authors38,authors39,authors40,authors41,authors42,authors43,authors44,authors45,authors46,authors47,authors48,authors49,authors50,authors51,authors52,authors53,authors54,authors55,authors56,editors3,editors4,authors57,authors58,published_date,year
"Triple exposure: Reducing negative impacts of climate change, blue growth, and conservation on coastal communities",10.1016/j.oneear.2023.01.010,5cdd92776073a559956e9658,2590-3322,One Earth,41,24162843,10.5546402587006,503942,97,23658893,799,67.7636570713392,145,81,655,438430,12.1225966562495,11180,97,427251,41,83.5857073170733,8,82,34,David A. Gill,Jessica Blythe,Nathan Bennett,Louisa Evans,Katrina Brown,Rachel A. Turner,article,NA,142662871,1.5.4,FALSE,NA,NA,NA,NA,173,109,111,1690206141,78.28,78.28,78.28,8.58,5.08,0,0,0,0,0,0,0,78.28,http://dx.doi.org/10.1016/j.oneear.2023.01.010,1676649960,1675209600,NA,NA,0,41,0,41,https://badges.altmetric.com/?size=64&score=79&types=bttttttf,https://badges.altmetric.com/?size=100&score=79&types=bttttttf,https://badges.altmetric.com/?size=180&score=79&types=bttttttf,https://www.altmetric.com/details.php?citation_id=142662871,NA,NA,1675209600,NA,NA,1,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jacopo A. Baggio,Dana Baker,Natalie C. Ban,Victor Brun,Joachim Claudet,Emily Darling,Antonio Di Franco,Graham Epstein,Estradivari,Noella J. Gray,5,NA,NA,NA,1,Georgina G. Gurney,Rebecca P. Horan,Stacy D. Jupiter,Jacqueline D. Lau,Natali Lazzari,Peni Lestari,Shauna L. Mahajan,Sangeeta Mangubhai,Josheena Naggea,Elizabeth R. Selig,NA,NA,NA,NA,NA,NA,NA,NA,Charlotte K. Whitney,Noelia Zafra-Calvo,Nyawira A. Muthiga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-01T00:00:00Z,2023
Assessing the impact of the global subsea telecommunications network on sedimentary organic carbon stocks,10.1038/s41467-023-37854-6,4f6fa62f3cf058f610008259,2041-1723,Nature Communications,3,23867274,10.5108555434684,905316,96,22962745,50353,56.2206450062558,14797,70,35573,394061,12.7460435313306,18308,95,375842,1930,45.1293823834197,398,79,1533,M. A. Clare,A. Lichtschlag,S. Paradis,N. L. M. Barlow,NA,NA,article,1681257600,145607024,1.5.4,FALSE,NA,NA,NA,NA,18,14,18,1686845706,41.15,41.15,41.15,36.3,0,0,0,0,0,0,0,0,41.15,http://dx.doi.org/10.1038/s41467-023-37854-6,1681320620,1681257600,NA,NA,0,12,0,12,https://badges.altmetric.com/?size=64&score=42&types=mmtttttt,https://badges.altmetric.com/?size=100&score=42&types=mmtttttt,https://badges.altmetric.com/?size=180&score=42&types=mmtttttt,https://www.altmetric.com/details.php?citation_id=145607024,NA,NA,NA,Multidisciplinary,era,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-04-12T00:00:00Z,2023
"Sustainable Aquaculture and Economic Development in Coastal Areas: The Case of Andhra Pradesh, India",10.1007/978-3-031-21644-2_24,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Swarna Pragathi, M.","Anitha, M.","Sreenivasulu, G.","Jayaraju, N.",NA,NA,chapter,NA,145015219,1.5.4,FALSE,NA,NA,NA,NA,2,2,2,1684744768,1.85,1.85,1.85,0.85,0,0,0,0,0,0,0,0,1.85,http://dx.doi.org/10.1007/978-3-031-21644-2_24,1680673242,1672531200,NA,NA,0,3,0,3,https://badges.altmetric.com/?size=64&score=2&types=tttttttt,https://badges.altmetric.com/?size=100&score=2&types=tttttttt,https://badges.altmetric.com/?size=180&score=2&types=tttttttt,https://www.altmetric.com/details.php?citation_id=145015219,NA,NA,1672531200,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,springer_nature,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-01T00:00:00Z,2023
Implications of offshore wind energy developments in coastal and maritime tourism and recreation areas: An analytical overview,10.1016/j.eiar.2022.106999,4f6fa6043cf058f610006528,0195-9255,Environmental Impact Assessment Review,1,23504445,10.353669626253,13869562,39,9319877,629,7.60494117647059,457,26,165,358336,11.5156948841305,142684,58,208739,8,3.68125,4,50,4,Júlia Terra M. Machado,Maria de Andrés,NA,NA,NA,NA,article,NA,140279795,1.5.4,FALSE,Environmental Sciences,Built Environment And Design,era,era,3,2,2,1678207535,2,2,2,0,0,0,0,0,0,0,0,0,2,http://dx.doi.org/10.1016/j.eiar.2022.106999,1671318733,1677628800,Physical Sciences,Social Sciences,0,28,0,28,https://badges.altmetric.com/?size=64&score=2&types=tttttttt,https://badges.altmetric.com/?size=100&score=2&types=tttttttt,https://badges.altmetric.com/?size=180&score=2&types=tttttttt,https://www.altmetric.com/details.php?citation_id=140279795,NA,NA,1677628800,NA,NA,NA,Environmental Science,NA,1,Studies In Human Society,era,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-01T00:00:00Z,2023
Designing Ocean Vision AI: An Investigation of Community Needs for Imaging-based Ocean Conservation,10.1145/3544548.3580886,arxiv,NA,arXiv,NA,23515785,10.3610073978987,18967733,11,2625347,972155,3.94207932274143,548954,28,281154,351512,11.5302202143878,240744,21,75245,37077,4.33244895757477,17650,37,13988,Alison Crosby,Eric C. Orenstein,Susan E. Poulton,Katherine L. C. Bell,Benjamin Woodward,Henry Ruhl,article,NA,143649249,1.5.4,FALSE,NA,NA,NA,NA,2,2,2,1678616933,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,http://dx.doi.org/10.1145/3544548.3580886,1678434517,1678386689,NA,NA,0,8,0,8,https://badges.altmetric.com/?size=64&score=1&types=tttttttt,https://badges.altmetric.com/?size=100&score=1&types=tttttttt,https://badges.altmetric.com/?size=180&score=1&types=tttttttt,https://www.altmetric.com/details.php?citation_id=143649249,NA,NA,1678386689,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kakani Katija,Angus G. Forbes,"Crosby, Alison","Orenstein, Eric C.","Poulton, Susan E.","Bell, Katherine L. C.","Woodward, Benjamin","Ruhl, Henry","Katija, Kakani","Forbes, Angus G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2303.05480,2023arXiv230305480C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-09T18:31:29Z,2023
Higher hierarchical growth through country's blue economy strategies,10.1016/j.ocecoaman.2022.106467,4f6fa6063cf058f6100066bf,0964-5691,Ocean & Coastal Management,NA,23477147,10.3452280937946,18945879,11,2615065,2508,6.99462918660286,1685,23,595,418671,11.5741872257681,284163,21,89533,29,3.47565517241379,22,24,7,Peilin Du,Yu Ni,NA,NA,NA,NA,article,NA,140741846,1.5.4,FALSE,Earth Sciences,Environmental Sciences,era,era,1,1,1,1672673280,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,http://dx.doi.org/10.1016/j.ocecoaman.2022.106467,1672673291,1675209600,Life Sciences,Environmental Science,0,7,0,7,https://badges.altmetric.com/?size=64&score=1&types=tttttttt,https://badges.altmetric.com/?size=100&score=1&types=tttttttt,https://badges.altmetric.com/?size=180&score=1&types=tttttttt,https://www.altmetric.com/details.php?citation_id=140741846,NA,NA,1675209600,NA,NA,NA,Physical Sciences,Agricultural and Biological Sciences,1,Studies In Human Society,era,NA,Earth and Planetary Sciences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-01T00:00:00Z,2023
Algae Materials,10.1016/c2022-0-00271-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,book,NA,143757310,1.5.4,FALSE,NA,NA,NA,NA,1,1,1,1678640040,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,http://dx.doi.org/10.1016/c2022-0-00271-3,1678640051,1672531200,NA,NA,0,1,0,1,https://badges.altmetric.com/?size=64&score=1&types=tttttttt,https://badges.altmetric.com/?size=100&score=1&types=tttttttt,https://badges.altmetric.com/?size=180&score=1&types=tttttttt,https://www.altmetric.com/details.php?citation_id=143757310,NA,NA,1672531200,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9780443188169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-01T00:00:00Z,2023
Geopolitical imaginaries in climate and ocean governance: Seychelles and the Blue Economy,10.1016/j.geoforum.2023.103682,4f6fa6003cf058f6100061ee,0016-7185,Geoforum,NA,23445423,10.3400136994948,18919226,11,2611081,2015,9.94884367245657,1828,2,52,415397,11.5275066743373,281685,21,89070,25,12.308,23,1,0,NA,NA,NA,NA,NA,NA,article,NA,142951777,1.5.4,FALSE,NA,NA,NA,NA,1,1,1,1677510420,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,http://dx.doi.org/10.1016/j.geoforum.2023.103682,1677510431,1675209600,NA,NA,0,43,0,43,https://badges.altmetric.com/?size=64&score=1&types=tttttttt,https://badges.altmetric.com/?size=100&score=1&types=tttttttt,https://badges.altmetric.com/?size=180&score=1&types=tttttttt,https://www.altmetric.com/details.php?citation_id=142951777,NA,NA,1675209600,Multidisciplinary,era,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liam Saddington,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Social Sciences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-01T00:00:00Z,2023
Organic matter processing in a [simulated] offshore wind farm ecosystem in current and future climate and aquaculture scenarios,10.1016/j.scitotenv.2022.159285,4f6fa5143cf058f6100034e7,0048-9697,Science of the Total Environment,1,23515383,10.3604014439569,14681673,35,8354561,25789,9.87087215479467,14828,40,10331,435204,11.8900404132307,196344,51,224825,1208,8.54385761589404,585,49,594,H.E.E. Voet,E. Vlaminck,C. Van Colen,S. Bodé,P. Boeckx,S. Degraer,article,NA,136996880,1.5.4,FALSE,NA,NA,NA,NA,2,2,2,1665686291,1.5,1.5,0,0,0,0,0,0,0,0,0,0,1.5,http://dx.doi.org/10.1016/j.scitotenv.2022.159285,1665468919,1672531200,Physical Sciences,Environmental Science,0,23,0,23,https://badges.altmetric.com/?size=64&score=2&types=tttttttt,https://badges.altmetric.com/?size=100&score=2&types=tttttttt,https://badges.altmetric.com/?size=180&score=2&types=tttttttt,https://www.altmetric.com/details.php?citation_id=136996880,NA,NA,1672531200,Multidisciplinary,era,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T. Moens,J. Vanaverbeke,U. Braeckman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36216074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-01T00:00:00Z,2023
Ensuring a Sustainable and Equitable Blue Economy,10.1007/978-3-031-10812-9_22,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sarah Harper,Colette Wabnitz,"Harper, Sarah","Wabnitz, Colette",NA,NA,chapter,1675382400,142141249,1.5.4,FALSE,"Climate, general",Ecology,springer,springer,13,13,13,1679394932,8.3,8.3,8.3,0,0,0,0,0,0,0,0,0,8.3,http://dx.doi.org/10.1007/978-3-031-10812-9_22,1675450485,1675382400,NA,NA,0,2,0,2,https://badges.altmetric.com/?size=64&score=9&types=tttttttt,https://badges.altmetric.com/?size=100&score=9&types=tttttttt,https://badges.altmetric.com/?size=180&score=9&types=tttttttt,https://www.altmetric.com/details.php?citation_id=142141249,NA,NA,1672531200,NA,NA,NA,NA,NA,9,Life Sciences,springer,NA,NA,NA,Oceanography,"Pollution, general",NA,NA,NA,springer,springer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,springer_nature,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-03T00:00:00Z,2023
Polarised perspectives in salmon aquaculture warrant a targeted long-term approach to communication,10.1016/j.aqrep.2023.101557,537f30852a83eeb45a8b457b,2352-5134,Aquaculture Reports,1,23515785,10.3610073978987,14681673,35,8354561,219,5.22004566210046,123,40,88,18061,5.90967355074474,8325,50,9201,3,0.833333333333333,1,66,2,Corrine M. Condie,Karen A. Alexander,Elizabeth A. Fulton,Joanna Vince,Marcus Haward,NA,article,NA,144716311,1.5.4,FALSE,NA,NA,NA,NA,3,3,3,1680612849,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,1.5,http://dx.doi.org/10.1016/j.aqrep.2023.101557,1680299163,1685577600,NA,NA,0,10,0,10,https://badges.altmetric.com/?size=64&score=2&types=tttttttt,https://badges.altmetric.com/?size=100&score=2&types=tttttttt,https://badges.altmetric.com/?size=180&score=2&types=tttttttt,https://www.altmetric.com/details.php?citation_id=144716311,NA,NA,1685577600,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-06-01T00:00:00Z,2023
Renewable Energies and Blue Economy: New Trends in Global Research,10.3390/en16104210,4f6fa5243cf058f610003c10,1996-1073,Energies,NA,23905640,10.5152655470594,19436077,10,2491784,10442,3.12679850603333,6433,28,2965,289139,12.8112310687936,208330,17,49316,99,1.60030303030303,83,9,9,José Ramos Pires Manso,Rosa M. Martínez Vázquez,Juan Milán García,Jaime de Pablo Valenciano,NA,NA,article,1684454400,150294449,1.5.4,FALSE,Engineering,Physical Sciences,era,era,1,1,1,1687233614,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0.5,http://dx.doi.org/10.3390/en16104210,1687233626,1684454400,Physical Sciences,Computer Science,0,4,0,4,https://badges.altmetric.com/?size=64&score=1&types=tttttttt,https://badges.altmetric.com/?size=100&score=1&types=tttttttt,https://badges.altmetric.com/?size=180&score=1&types=tttttttt,https://www.altmetric.com/details.php?citation_id=150294449,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-05-19T00:00:00Z,2023
The Blue Management: Adding Economic Value to Restoration Actions in Collapsed Ecosystems,10.3390/su15086758,4f6fa6c23cf058f610009da5,2071-1050,Sustainability,NA,23578918,10.3843913816788,15872070,22,5246877,20341,4.60005142323388,9855,31,6340,217251,10.8976283285232,117082,35,77309,310,3.16406451612903,96,30,94,Eduardo Mello,David Smyth,Mark Chatting,Juha Mikael Alatalo,Bruno Welter Giraldes,NA,article,1681689600,145944066,1.5.4,FALSE,NA,NA,NA,NA,1,1,1,1681727111,1,1,1,0,0,0,0,0,0,0,0,0,1,http://dx.doi.org/10.3390/su15086758,1681727123,1681689600,NA,NA,0,3,0,3,https://badges.altmetric.com/?size=64&score=1&types=tttttttt,https://badges.altmetric.com/?size=100&score=1&types=tttttttt,https://badges.altmetric.com/?size=180&score=1&types=tttttttt,https://www.altmetric.com/details.php?citation_id=145944066,NA,NA,NA,Built Environment And Design,era,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-04-17T00:00:00Z,2023
Analyzing the impact and evolution of ocean & coastal management: 30 years in retrospect,10.1016/j.ocecoaman.2023.106697,4f6fa6063cf058f6100066bf,0964-5691,Ocean & Coastal Management,2,24004724,10.530583434601,14282033,39,9401993,2583,7.02423461091753,1296,48,1257,67696,9.10655536516198,26580,60,40728,19,3.59736842105263,6,68,13,Jihong Chen,Hao Chen,Timothy F. Smith,Nelson Rangel-Buitrago,NA,NA,article,NA,150325952,1.5.4,FALSE,Earth Sciences,Environmental Sciences,era,era,4,4,4,1688493496,2,2,2,2,0,0,0,0,0,0,0,0,2,http://dx.doi.org/10.1016/j.ocecoaman.2023.106697,1687289850,1690848000,Life Sciences,Environmental Science,0,4,0,4,https://badges.altmetric.com/?size=64&score=2&types=tttttttt,https://badges.altmetric.com/?size=100&score=2&types=tttttttt,https://badges.altmetric.com/?size=180&score=2&types=tttttttt,https://www.altmetric.com/details.php?citation_id=150325952,NA,NA,1690848000,NA,NA,NA,Physical Sciences,Agricultural and Biological Sciences,2,Studies In Human Society,era,NA,Earth and Planetary Sciences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-01T00:00:00Z,2023
Technologies of dispossession in the blue economy: Socio‐environmental impacts of seawater desalination in the Antofagasta Region of Chile,10.1111/geoj.12429,4f6fa4dd3cf058f610001b75,NA,Geographical Journal,5,23940793,10.5216032855073,1969435,91,21970099,1416,6.8163615819209,92,93,1325,508338,13.7158083597909,49417,90,458854,11,8.03636363636364,2,90,10,Cecilia Campero,Nathan J. Bennett,Nayadeth Arriagada,NA,NA,NA,article,1644278400,121145774,1.5.4,FALSE,Physical Geography And Environmental Geoscience,Human Geography,era,era,26,17,18,1685051182,16.65,0.75,0.75,0.75,0,0,0,0,0,0,0,0,16.65,http://dx.doi.org/10.1111/geoj.12429,1642527062,1644278400,Physical Sciences,Social Sciences,0,19,0,19,https://badges.altmetric.com/?size=64&score=17&types=bbtttttt,https://badges.altmetric.com/?size=100&score=17&types=bbtttttt,https://badges.altmetric.com/?size=180&score=17&types=bbtttttt,https://www.altmetric.com/details.php?citation_id=121145774,0016-7398,1475-4959,1685577600,NA,NA,NA,Earth and Planetary Sciences,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-08T00:00:00Z,2022
